spend_date,channel,campaign,spend_amount,clicks
2026-02-13,Influencer,Influencer_FEB,3183.92,183
2026-02-14,Influencer,Influencer_FEB,3962.31,482
2026-02-14,Email,Email_FEB,2434.53,246
2026-02-15,Meta Ads,Meta_FEB,2288.01,112
2026-02-15,Google Ads,Google_FEB,11000.18,580
2026-02-15,Email,Email_FEB,6295.89,255
2026-02-16,Influencer,Influencer_FEB,10038.37,439
2026-02-16,Google Ads,Google_FEB,10448.61,739
2026-02-16,SEO,SEO_FEB,8606.05,564
2026-02-17,Google Ads,Google_FEB,1601.56,154
2026-02-17,SEO,SEO_FEB,8295.59,610
2026-02-18,SEO,SEO_FEB,2475.99,113
2026-02-18,Email,Email_FEB,3420.13,230
2026-02-18,Influencer,Influencer_FEB,11604.25,919
2026-02-19,Influencer,Influencer_FEB,10804.3,997
2026-02-19,SEO,SEO_FEB,2891.37,142
2026-02-19,Email,Email_FEB,11806.48,528
2026-02-20,Influencer,Influencer_FEB,9923.78,508
2026-02-20,SEO,SEO_FEB,3403.24,235
2026-02-21,SEO,SEO_FEB,10739.48,527
2026-02-21,Google Ads,Google_FEB,10863.51,670
2026-02-21,Email,Email_FEB,6625.29,286
2026-02-22,Google Ads,Google_FEB,8377.22,1020
2026-02-22,SEO,SEO_FEB,10617.49,627
2026-02-22,Meta Ads,Meta_FEB,9308.05,458
2026-02-23,Email,Email_FEB,6044.9,297
2026-02-23,Google Ads,Google_FEB,6560.26,340
2026-02-24,Meta Ads,Meta_FEB,8255.69,773
2026-02-24,Google Ads,Google_FEB,10412.88,463
2026-02-24,Influencer,Influencer_FEB,10628.86,1146
2026-02-25,Email,Email_FEB,11686.52,1319
2026-02-25,Meta Ads,Meta_FEB,3838.42,202
2026-02-25,Influencer,Influencer_FEB,5734.41,478
2026-02-26,Influencer,Influencer_FEB,10494.19,672
2026-02-26,SEO,SEO_FEB,2746.42,166
2026-02-26,Google Ads,Google_FEB,8360.42,857
2026-02-27,Google Ads,Google_FEB,9813.72,402
2026-02-27,SEO,SEO_FEB,8194.15,354
2026-02-27,Influencer,Influencer_FEB,7404.49,387
2026-02-28,Email,Email_FEB,10074.18,450
2026-02-28,SEO,SEO_FEB,4985.71,236
2026-02-28,Google Ads,Google_FEB,7799.49,386
2026-03-01,Influencer,Influencer_MAR,9472.86,804
2026-03-01,Google Ads,Google_MAR,5084.25,229
2026-03-01,SEO,SEO_MAR,11626.55,896
2026-03-02,Google Ads,Google_MAR,6670.43,303
2026-03-02,SEO,SEO_MAR,9296.36,621
2026-03-02,Influencer,Influencer_MAR,4170.04,368
2026-03-03,Influencer,Influencer_MAR,6298.98,295
2026-03-03,Meta Ads,Meta_MAR,9026.27,918
2026-03-04,Google Ads,Google_MAR,6302.57,349
2026-03-04,SEO,SEO_MAR,6794.07,278
2026-03-04,Meta Ads,Meta_MAR,1545.55,75
2026-03-05,SEO,SEO_MAR,9701.36,413
2026-03-05,Influencer,Influencer_MAR,8764.09,800
2026-03-05,Email,Email_MAR,10060.06,1030
2026-03-06,SEO,SEO_MAR,11784.76,499
2026-03-06,Influencer,Influencer_MAR,9504.93,751
2026-03-06,Meta Ads,Meta_MAR,11617.73,474
2026-03-07,Meta Ads,Meta_MAR,7826.51,339
2026-03-07,SEO,SEO_MAR,6879.09,308
2026-03-07,Influencer,Influencer_MAR,7251.96,543
2026-03-08,Meta Ads,Meta_MAR,8053.76,622
2026-03-08,SEO,SEO_MAR,5125.58,263
2026-03-09,SEO,SEO_MAR,8958.7,427
2026-03-09,Email,Email_MAR,7403.94,413
2026-03-10,SEO,SEO_MAR,9987.2,591
2026-03-10,Email,Email_MAR,1765.36,168
2026-03-10,Meta Ads,Meta_MAR,8537.67,749
2026-03-11,Email,Email_MAR,3037.5,335
2026-03-11,SEO,SEO_MAR,9735.75,848
2026-03-12,Email,Email_MAR,2576.04,113
2026-03-12,Influencer,Influencer_MAR,9264.67,408
2026-03-13,Meta Ads,Meta_MAR,8477.18,356
2026-03-13,Email,Email_MAR,5569.32,229
2026-03-13,Influencer,Influencer_MAR,11746.14,882
2026-03-14,Google Ads,Google_MAR,3632.42,159
2026-03-14,Email,Email_MAR,10534.67,678
2026-03-15,Email,Email_MAR,9649.54,395
2026-03-15,Meta Ads,Meta_MAR,4588.87,416
2026-03-16,Meta Ads,Meta_MAR,9218.33,919
2026-03-16,SEO,SEO_MAR,1926.66,151
2026-03-17,Meta Ads,Meta_MAR,10383.15,1282
2026-03-17,SEO,SEO_MAR,6396.48,267
2026-03-17,Email,Email_MAR,1919.38,80
2026-03-18,SEO,SEO_MAR,6650.78,374
2026-03-18,Email,Email_MAR,5259.9,246
2026-03-19,SEO,SEO_MAR,6966.37,326
2026-03-19,Meta Ads,Meta_MAR,3173.39,184
2026-03-19,Google Ads,Google_MAR,5735.88,411
2026-03-20,Email,Email_MAR,5288.38,451
2026-03-20,SEO,SEO_MAR,9402.88,552
2026-03-21,Google Ads,Google_MAR,6179.51,264
2026-03-21,Email,Email_MAR,7943.86,428
2026-03-22,Email,Email_MAR,11117.29,461
2026-03-22,Influencer,Influencer_MAR,5551.7,323
2026-03-23,Google Ads,Google_MAR,9929.58,637
2026-03-23,Email,Email_MAR,1960.44,84
2026-03-23,Influencer,Influencer_MAR,3521.38,210
2026-03-24,Meta Ads,Meta_MAR,8082.8,697
2026-03-24,Google Ads,Google_MAR,8109.9,697
2026-03-25,Google Ads,Google_MAR,10201.86,444
2026-03-25,Meta Ads,Meta_MAR,9284.44,602
2026-03-25,Email,Email_MAR,10075.92,1092
2026-03-26,Google Ads,Google_MAR,9027.12,1044
2026-03-26,Influencer,Influencer_MAR,2269.1,205
2026-03-27,SEO,SEO_MAR,10127.0,431
2026-03-27,Google Ads,Google_MAR,5780.14,368
2026-03-27,Email,Email_MAR,5746.7,429
2026-03-28,Google Ads,Google_MAR,9063.0,998
2026-03-28,SEO,SEO_MAR,9332.49,1063
2026-03-28,Email,Email_MAR,10406.64,739
2026-03-29,Email,Email_MAR,7868.94,615
2026-03-29,SEO,SEO_MAR,11230.25,775
2026-03-30,Influencer,Influencer_MAR,7101.41,688
2026-03-30,Meta Ads,Meta_MAR,5605.42,260
2026-03-31,Meta Ads,Meta_MAR,10813.27,442
2026-03-31,Email,Email_MAR,10604.96,557
2026-03-31,Influencer,Influencer_MAR,11552.61,1410
2026-04-01,Google Ads,Google_APR,1552.81,85
2026-04-01,SEO,SEO_APR,7140.1,296
2026-04-02,Meta Ads,Meta_APR,5832.87,307
2026-04-02,Email,Email_APR,6881.8,640
2026-04-02,Google Ads,Google_APR,3818.27,172
2026-04-03,Google Ads,Google_APR,8545.27,484
2026-04-03,Meta Ads,Meta_APR,2071.08,99
2026-04-04,SEO,SEO_APR,8552.7,697
2026-04-04,Google Ads,Google_APR,3572.88,199
2026-04-04,Meta Ads,Meta_APR,11491.17,816
2026-04-05,Google Ads,Google_APR,8004.92,343
2026-04-05,Email,Email_APR,4836.75,308
2026-04-06,SEO,SEO_APR,7452.05,342
2026-04-06,Meta Ads,Meta_APR,11565.92,1064
2026-04-06,Email,Email_APR,4788.76,224
2026-04-07,Email,Email_APR,8635.59,633
2026-04-07,SEO,SEO_APR,6539.52,419
2026-04-07,Google Ads,Google_APR,9635.05,591
2026-04-08,Meta Ads,Meta_APR,10338.83,457
2026-04-08,Google Ads,Google_APR,2970.02,173
2026-04-09,Google Ads,Google_APR,10420.67,556
2026-04-09,SEO,SEO_APR,10032.75,562
2026-04-09,Influencer,Influencer_APR,9576.6,824
2026-04-10,SEO,SEO_APR,7206.43,288
2026-04-10,Email,Email_APR,6457.09,304
2026-04-11,Influencer,Influencer_APR,9198.88,710
2026-04-11,Meta Ads,Meta_APR,6379.36,382
2026-04-11,Email,Email_APR,5666.24,342
2026-04-12,SEO,SEO_APR,9450.66,909
2026-04-12,Meta Ads,Meta_APR,3171.84,179
2026-04-13,Influencer,Influencer_APR,1924.41,91
2026-04-13,Email,Email_APR,3933.37,314
2026-04-14,Google Ads,Google_APR,6937.79,323
2026-04-14,Meta Ads,Meta_APR,5574.98,236
2026-04-15,Google Ads,Google_APR,2583.86,105
2026-04-15,Email,Email_APR,8152.45,644
2026-04-16,SEO,SEO_APR,8363.59,588
2026-04-16,Meta Ads,Meta_APR,8360.03,376
2026-04-16,Influencer,Influencer_APR,6924.96,480
2026-04-17,SEO,SEO_APR,5205.43,228
2026-04-17,Influencer,Influencer_APR,6612.05,408
2026-04-18,SEO,SEO_APR,6118.94,513
2026-04-18,Meta Ads,Meta_APR,6902.68,540
2026-04-19,Meta Ads,Meta_APR,5303.34,262
2026-04-19,SEO,SEO_APR,2742.47,230
2026-04-20,Google Ads,Google_APR,6527.55,563
2026-04-20,Influencer,Influencer_APR,3193.09,144
2026-04-20,Email,Email_APR,1735.68,198
2026-04-21,Meta Ads,Meta_APR,10853.38,1033
2026-04-21,Google Ads,Google_APR,3246.58,137
2026-04-22,SEO,SEO_APR,9143.73,416
2026-04-22,Google Ads,Google_APR,11446.17,979
2026-04-22,Email,Email_APR,7868.52,491
2026-04-23,Meta Ads,Meta_APR,7808.81,363
2026-04-23,SEO,SEO_APR,10114.76,911
2026-04-23,Influencer,Influencer_APR,8426.31,674
2026-04-24,Influencer,Influencer_APR,5471.22,533
2026-04-24,Google Ads,Google_APR,1673.91,99
2026-04-24,SEO,SEO_APR,11048.06,562
2026-04-25,SEO,SEO_APR,3362.93,144
2026-04-25,Google Ads,Google_APR,7798.04,340
2026-04-26,Google Ads,Google_APR,8423.62,361
2026-04-26,Influencer,Influencer_APR,7162.5,893
2026-04-27,SEO,SEO_APR,10685.66,538
2026-04-27,Influencer,Influencer_APR,6004.04,250
2026-04-27,Meta Ads,Meta_APR,6562.3,311
2026-04-28,SEO,SEO_APR,2905.77,180
2026-04-28,Google Ads,Google_APR,3941.39,174
2026-04-28,Meta Ads,Meta_APR,4474.3,195
2026-04-29,Email,Email_APR,8946.06,417
2026-04-29,Meta Ads,Meta_APR,7568.87,756
2026-04-29,Google Ads,Google_APR,1575.54,82
2026-04-30,Influencer,Influencer_APR,3125.18,163
2026-04-30,Email,Email_APR,4163.14,184
2026-04-30,Google Ads,Google_APR,5947.4,418
2026-05-01,Influencer,Influencer_MAY,7297.1,417
2026-05-01,Meta Ads,Meta_MAY,3376.56,192
2026-05-01,SEO,SEO_MAY,6579.48,265
2026-05-02,Influencer,Influencer_MAY,2750.4,231
2026-05-02,Meta Ads,Meta_MAY,9722.65,402
2026-05-02,Email,Email_MAY,2552.93,153
2026-05-03,SEO,SEO_MAY,5585.59,296
2026-05-03,Google Ads,Google_MAY,9945.88,452
2026-05-03,Influencer,Influencer_MAY,6452.52,354
2026-05-04,Google Ads,Google_MAY,3828.59,409
2026-05-04,Email,Email_MAY,1896.43,130
2026-05-05,SEO,SEO_MAY,11617.06,1294
2026-05-05,Email,Email_MAY,9622.89,876
2026-05-05,Influencer,Influencer_MAY,6690.87,817
2026-05-06,Meta Ads,Meta_MAY,6860.75,345
2026-05-06,Google Ads,Google_MAY,7959.49,409
2026-05-06,Email,Email_MAY,5277.27,275
2026-05-07,Google Ads,Google_MAY,9686.57,691
2026-05-07,Email,Email_MAY,5649.0,314
2026-05-08,Google Ads,Google_MAY,7270.72,357
2026-05-08,SEO,SEO_MAY,7370.7,411
2026-05-09,Email,Email_MAY,11612.1,738
2026-05-09,Meta Ads,Meta_MAY,5741.54,710
2026-05-09,SEO,SEO_MAY,3337.87,201
2026-05-10,SEO,SEO_MAY,5069.64,507
2026-05-10,Email,Email_MAY,6889.51,556
2026-05-11,Influencer,Influencer_MAY,6578.11,542
2026-05-11,SEO,SEO_MAY,5066.44,239
2026-05-11,Email,Email_MAY,8656.74,372
2026-05-12,Influencer,Influencer_MAY,4207.11,290
2026-05-12,Google Ads,Google_MAY,9780.89,832
2026-05-13,Email,Email_MAY,11532.18,687
2026-05-13,Influencer,Influencer_MAY,1602.09,72
2026-05-14,Email,Email_MAY,5688.77,274
2026-05-14,Google Ads,Google_MAY,5090.93,292
2026-05-15,Influencer,Influencer_MAY,5212.15,224
2026-05-15,Email,Email_MAY,4325.3,179
2026-05-16,Influencer,Influencer_MAY,3966.04,327
2026-05-16,Meta Ads,Meta_MAY,4286.76,360
2026-05-17,SEO,SEO_MAY,3137.95,319
2026-05-17,Email,Email_MAY,11161.98,572
2026-05-18,SEO,SEO_MAY,11558.93,515
2026-05-18,Google Ads,Google_MAY,5397.56,403
2026-05-18,Email,Email_MAY,10930.27,475
2026-05-19,Influencer,Influencer_MAY,4442.8,377
2026-05-19,Meta Ads,Meta_MAY,7554.98,846
2026-05-19,Email,Email_MAY,9892.33,613
2026-05-20,SEO,SEO_MAY,5634.03,286
2026-05-20,Email,Email_MAY,3335.4,135
2026-05-21,Email,Email_MAY,8578.08,593
2026-05-21,Google Ads,Google_MAY,2557.85,180
2026-05-21,Influencer,Influencer_MAY,10549.34,943
2026-05-22,Meta Ads,Meta_MAY,11564.53,836
2026-05-22,Email,Email_MAY,3431.09,225
2026-05-22,SEO,SEO_MAY,5900.48,283
2026-05-23,Influencer,Influencer_MAY,3388.84,331
2026-05-23,Email,Email_MAY,7546.87,634
2026-05-23,Meta Ads,Meta_MAY,2548.63,202
2026-05-24,SEO,SEO_MAY,10491.24,925
2026-05-24,Influencer,Influencer_MAY,9900.39,481
2026-05-25,Google Ads,Google_MAY,6745.78,270
2026-05-25,Meta Ads,Meta_MAY,10418.59,620
2026-05-25,Influencer,Influencer_MAY,9065.88,424
2026-05-26,Email,Email_MAY,2539.24,235
2026-05-26,Google Ads,Google_MAY,3762.41,305
2026-05-26,Meta Ads,Meta_MAY,10309.2,1069
2026-05-27,Email,Email_MAY,7383.68,309
2026-05-27,SEO,SEO_MAY,4206.01,504
2026-05-27,Meta Ads,Meta_MAY,2772.99,121
2026-05-28,SEO,SEO_MAY,11783.42,917
2026-05-28,Meta Ads,Meta_MAY,4913.45,294
2026-05-29,Google Ads,Google_MAY,4508.5,240
2026-05-29,Influencer,Influencer_MAY,3020.91,278
2026-05-29,Email,Email_MAY,9981.03,726
2026-05-30,Google Ads,Google_MAY,5108.07,383
2026-05-30,SEO,SEO_MAY,8356.64,416
2026-05-30,Influencer,Influencer_MAY,7856.54,533
2026-05-31,Email,Email_MAY,3256.84,144
2026-05-31,Influencer,Influencer_MAY,2812.92,234
2026-05-31,Meta Ads,Meta_MAY,4142.29,200
2026-06-01,Meta Ads,Meta_JUN,5668.98,589
2026-06-01,SEO,SEO_JUN,11336.33,706
2026-06-02,Google Ads,Google_JUN,7001.82,280
2026-06-02,Influencer,Influencer_JUN,2591.25,140
2026-06-03,Influencer,Influencer_JUN,3908.24,190
2026-06-03,Email,Email_JUN,6153.18,606
2026-06-04,Google Ads,Google_JUN,8467.27,374
2026-06-04,SEO,SEO_JUN,4914.61,305
2026-06-05,SEO,SEO_JUN,11680.19,588
2026-06-05,Influencer,Influencer_JUN,3358.88,184
2026-06-05,Google Ads,Google_JUN,8126.0,432
2026-06-06,SEO,SEO_JUN,6557.34,552
2026-06-06,Email,Email_JUN,2440.32,184
2026-06-06,Meta Ads,Meta_JUN,5828.14,547
2026-06-07,Google Ads,Google_JUN,5110.79,319
2026-06-07,Meta Ads,Meta_JUN,1587.33,67
2026-06-08,Email,Email_JUN,9878.63,544
2026-06-08,Google Ads,Google_JUN,9866.06,569
2026-06-08,Meta Ads,Meta_JUN,3480.0,151
2026-06-09,Influencer,Influencer_JUN,9006.85,474
2026-06-09,Meta Ads,Meta_JUN,10198.48,867
2026-06-09,Google Ads,Google_JUN,2331.7,125
2026-06-10,Email,Email_JUN,3474.01,379
2026-06-10,SEO,SEO_JUN,2934.55,297
2026-06-10,Meta Ads,Meta_JUN,6281.1,400
2026-06-11,Meta Ads,Meta_JUN,3097.57,126
2026-06-11,Email,Email_JUN,1732.37,70
2026-06-11,Google Ads,Google_JUN,4462.2,440
2026-06-12,Google Ads,Google_JUN,3082.18,188
2026-06-12,Meta Ads,Meta_JUN,5090.08,382
2026-06-12,SEO,SEO_JUN,9894.35,396
2026-06-13,Google Ads,Google_JUN,10357.24,428
2026-06-13,Email,Email_JUN,2088.4,98
2026-06-13,SEO,SEO_JUN,2249.54,140
2026-06-14,Email,Email_JUN,10196.65,1012
2026-06-14,Influencer,Influencer_JUN,9565.53,781
2026-06-15,Meta Ads,Meta_JUN,6338.76,300
2026-06-15,Google Ads,Google_JUN,6971.96,282
2026-06-15,Influencer,Influencer_JUN,6464.67,330
2026-06-16,Email,Email_JUN,9146.49,442
2026-06-16,Meta Ads,Meta_JUN,7270.59,721
2026-06-16,SEO,SEO_JUN,6552.91,500
2026-06-17,Google Ads,Google_JUN,3977.64,258
2026-06-17,Meta Ads,Meta_JUN,1658.21,77
2026-06-17,SEO,SEO_JUN,7639.32,518
2026-06-18,Google Ads,Google_JUN,7601.31,385
2026-06-18,SEO,SEO_JUN,8728.27,820
2026-06-19,Meta Ads,Meta_JUN,6749.15,343
2026-06-19,SEO,SEO_JUN,5053.43,206
2026-06-20,Google Ads,Google_JUN,8268.04,415
2026-06-20,Email,Email_JUN,9810.4,967
2026-06-21,Email,Email_JUN,9958.02,644
2026-06-21,SEO,SEO_JUN,3526.14,178
2026-06-22,Meta Ads,Meta_JUN,6595.67,427
2026-06-22,Email,Email_JUN,4594.5,231
2026-06-22,Google Ads,Google_JUN,3492.65,312
2026-06-23,Email,Email_JUN,10610.45,583
2026-06-23,Influencer,Influencer_JUN,10535.89,982
2026-06-23,Meta Ads,Meta_JUN,7076.94,452
2026-06-24,SEO,SEO_JUN,1507.56,79
2026-06-24,Email,Email_JUN,5479.96,491
2026-06-24,Meta Ads,Meta_JUN,1696.56,75
2026-06-25,Email,Email_JUN,8412.04,490
2026-06-25,Google Ads,Google_JUN,5568.65,329
2026-06-26,SEO,SEO_JUN,4472.86,298
2026-06-26,Meta Ads,Meta_JUN,4881.25,506
2026-06-26,Email,Email_JUN,8418.36,962
2026-06-27,Meta Ads,Meta_JUN,3621.83,222
2026-06-27,Google Ads,Google_JUN,2536.91,143
2026-06-28,Influencer,Influencer_JUN,5346.72,292
2026-06-28,Email,Email_JUN,2244.18,94
2026-06-28,Google Ads,Google_JUN,3691.75,225
2026-06-29,Influencer,Influencer_JUN,5289.72,256
2026-06-29,Google Ads,Google_JUN,10849.52,493
2026-06-30,SEO,SEO_JUN,7054.72,344
2026-06-30,Email,Email_JUN,10261.79,1100
2026-07-01,SEO,SEO_JUL,2562.86,214
2026-07-01,Google Ads,Google_JUL,5545.98,491
2026-07-02,SEO,SEO_JUL,7363.45,421
2026-07-02,Meta Ads,Meta_JUL,9334.14,443
2026-07-03,Influencer,Influencer_JUL,3251.5,293
2026-07-03,SEO,SEO_JUL,5716.35,416
2026-07-03,Google Ads,Google_JUL,3160.85,126
2026-07-04,Email,Email_JUL,11910.36,881
2026-07-04,SEO,SEO_JUL,5403.05,257
2026-07-04,Influencer,Influencer_JUL,6021.17,296
2026-07-05,SEO,SEO_JUL,5438.16,313
2026-07-05,Meta Ads,Meta_JUL,9318.07,659
2026-07-06,Influencer,Influencer_JUL,9126.29,369
2026-07-06,SEO,SEO_JUL,7755.51,461
2026-07-06,Google Ads,Google_JUL,11930.83,908
2026-07-07,Meta Ads,Meta_JUL,1727.86,78
2026-07-07,SEO,SEO_JUL,8742.05,688
2026-07-07,Influencer,Influencer_JUL,7313.46,418
2026-07-08,Google Ads,Google_JUL,6333.88,594
2026-07-08,SEO,SEO_JUL,4282.38,185
2026-07-09,Meta Ads,Meta_JUL,10016.28,1047
2026-07-09,Email,Email_JUL,5697.88,241
2026-07-10,Email,Email_JUL,3315.48,150
2026-07-10,Influencer,Influencer_JUL,8740.75,491
2026-07-11,SEO,SEO_JUL,1892.4,87
2026-07-11,Email,Email_JUL,5506.23,258
2026-07-12,Email,Email_JUL,11267.58,1121
2026-07-12,Influencer,Influencer_JUL,9589.1,463
2026-07-12,Meta Ads,Meta_JUL,10419.52,438
2026-07-13,Google Ads,Google_JUL,1932.41,112
2026-07-13,Email,Email_JUL,3070.59,185
2026-07-13,Influencer,Influencer_JUL,3818.37,431
2026-07-14,Influencer,Influencer_JUL,6035.32,282
2026-07-14,Google Ads,Google_JUL,3054.13,222
2026-07-14,SEO,SEO_JUL,6496.47,314
2026-07-15,Email,Email_JUL,6769.14,319
2026-07-15,Google Ads,Google_JUL,2868.94,278
2026-07-15,Meta Ads,Meta_JUL,7372.61,452
2026-07-16,SEO,SEO_JUL,4044.31,322
2026-07-16,Meta Ads,Meta_JUL,6015.69,306
2026-07-17,Google Ads,Google_JUL,5947.18,427
2026-07-17,Influencer,Influencer_JUL,4867.75,268
2026-07-18,Email,Email_JUL,11870.35,642
2026-07-18,Meta Ads,Meta_JUL,11896.67,766
2026-07-19,Influencer,Influencer_JUL,11204.24,936
2026-07-19,Google Ads,Google_JUL,8696.27,816
2026-07-20,Google Ads,Google_JUL,4052.01,218
2026-07-20,SEO,SEO_JUL,3050.61,137
2026-07-21,Google Ads,Google_JUL,9944.95,754
2026-07-21,Email,Email_JUL,6447.5,472
2026-07-21,Influencer,Influencer_JUL,9270.14,799
2026-07-22,SEO,SEO_JUL,9164.2,880
2026-07-22,Influencer,Influencer_JUL,8836.93,1063
2026-07-22,Email,Email_JUL,7621.55,395
2026-07-23,Email,Email_JUL,2131.16,186
2026-07-23,Meta Ads,Meta_JUL,8813.53,698
2026-07-24,Google Ads,Google_JUL,8433.91,437
2026-07-24,SEO,SEO_JUL,11085.12,784
2026-07-24,Meta Ads,Meta_JUL,2632.86,202
2026-07-25,Meta Ads,Meta_JUL,11754.43,1212
2026-07-25,Influencer,Influencer_JUL,4812.29,211
2026-07-25,Email,Email_JUL,7081.39,634
2026-07-26,SEO,SEO_JUL,4097.62,241
2026-07-26,Google Ads,Google_JUL,5002.48,340
2026-07-26,Influencer,Influencer_JUL,3148.56,226
2026-07-27,Email,Email_JUL,11957.94,485
2026-07-27,SEO,SEO_JUL,4396.72,485
